#Uploaded_variation	Location	Allele	Consequence	IMPACT	SYMBOL	Gene	Feature_type	Feature	BIOTYPE	EXON	INTRON	HGVSc	HGVSp	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	REF_ALLELE	UPLOADED_ALLELE	DISTANCE	STRAND	FLAGS	SYMBOL_SOURCE	HGNC_ID	MANE	MANE_SELECT	MANE_PLUS_CLINICAL	TSL	APPRIS	SIFT	PolyPhen	AF	CLIN_SIG	SOMATIC	PHENO	PUBMED	MOTIF_NAME	MOTIF_POS	HIGH_INF_POS	MOTIF_SCORE_CHANGE	TRANSCRIPTION_FACTORS
chr1_19288433_rs117022236	1:19288432-19288434	rs117022236	intron_variant	MODIFIER	AKR7A3	ENSG00000162482	Transcript	ENST00000361640.5	protein_coding	-	1/6	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:390	MANE_Select	NM_012067.3	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80494227_rs6586028	10:80494226-80494228	rs6586028	intron_variant	MODIFIER	TSPAN14	ENSG00000108219	Transcript	ENST00000341863.10	protein_coding	-	2/7	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:23303	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80494227_rs6586028	10:80494226-80494228	rs6586028	intron_variant	MODIFIER	TSPAN14	ENSG00000108219	Transcript	ENST00000372156.5	protein_coding	-	5/11	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:23303	-	-	-	5	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80494227_rs6586028	10:80494226-80494228	rs6586028	intron_variant	MODIFIER	TSPAN14	ENSG00000108219	Transcript	ENST00000372157.6	protein_coding	-	2/8	-	-	-	-	-	-	-	-	-	-	-	1	cds_end_NF	HGNC	HGNC:23303	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80494227_rs6586028	10:80494226-80494228	rs6586028	intron_variant	MODIFIER	TSPAN14	ENSG00000108219	Transcript	ENST00000372158.6	protein_coding	-	4/10	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:23303	-	-	-	5	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80494227_rs6586028	10:80494226-80494228	rs6586028	intron_variant	MODIFIER	TSPAN14	ENSG00000108219	Transcript	ENST00000372164.7	protein_coding	-	2/7	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:23303	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80494227_rs6586028	10:80494226-80494228	rs6586028	intron_variant	MODIFIER	TSPAN14	ENSG00000108219	Transcript	ENST00000429989.8	protein_coding	-	2/8	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:23303	MANE_Select	NM_030927.4	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80494227_rs6586028	10:80494226-80494228	rs6586028	intron_variant,non_coding_transcript_variant	MODIFIER	TSPAN14	ENSG00000108219	Transcript	ENST00000469149.1	protein_coding_CDS_not_defined	-	2/4	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:23303	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80494227_rs6586028	10:80494226-80494228	rs6586028	intron_variant	MODIFIER	TSPAN14	ENSG00000108219	Transcript	ENST00000481124.5	protein_coding	-	2/5	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:23303	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80494227_rs6586028	10:80494226-80494228	rs6586028	intron_variant	MODIFIER	TSPAN14	ENSG00000108219	Transcript	ENST00000714437.1	protein_coding	-	3/9	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:23303	-	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80494227_rs6586028	10:80494226-80494228	rs6586028	intron_variant	MODIFIER	TSPAN14	ENSG00000108219	Transcript	ENST00000714438.1	protein_coding	-	1/7	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:23303	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80494227_rs6586028	10:80494226-80494228	rs6586028	intron_variant	MODIFIER	TSPAN14	ENSG00000108219	Transcript	ENST00000714439.1	protein_coding	-	3/10	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:23303	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80494227_rs6586028	10:80494226-80494228	rs6586028	intron_variant	MODIFIER	TSPAN14	ENSG00000108219	Transcript	ENST00000714440.1	protein_coding	-	4/10	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:23303	-	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80494227_rs6586028	10:80494226-80494228	rs6586028	intron_variant	MODIFIER	TSPAN14	ENSG00000108219	Transcript	ENST00000714441.1	protein_coding	-	3/9	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:23303	-	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80494227_rs6586028	10:80494226-80494228	rs6586028	intron_variant	MODIFIER	TSPAN14	ENSG00000108219	Transcript	ENST00000714442.1	protein_coding	-	2/8	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:23303	-	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80494227_rs6586028	10:80494226-80494228	rs6586028	intron_variant	MODIFIER	TSPAN14	ENSG00000108219	Transcript	ENST00000714443.1	protein_coding	-	3/9	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:23303	-	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80494227_rs6586028	10:80494226-80494228	rs6586028	intron_variant	MODIFIER	TSPAN14	ENSG00000108219	Transcript	ENST00000714444.1	protein_coding	-	3/9	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:23303	-	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80494227_rs6586028	10:80494226-80494228	rs6586028	intron_variant	MODIFIER	TSPAN14	ENSG00000108219	Transcript	ENST00000714445.1	protein_coding	-	3/9	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:23303	-	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80494227_rs6586028	10:80494226-80494228	rs6586028	regulatory_region_variant	MODIFIER	-	-	RegulatoryFeature	ENSR10_BKZBJ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80629226_rs59616746	10:80629225-80629227	rs59616746	intron_variant	MODIFIER	SH2D4B	ENSG00000178217	Transcript	ENST00000313455.5	protein_coding	-	6/6	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:31440	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80629226_rs59616746	10:80629225-80629227	rs59616746	intron_variant	MODIFIER	SH2D4B	ENSG00000178217	Transcript	ENST00000339284.6	protein_coding	-	6/6	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:31440	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80629226_rs59616746	10:80629225-80629227	rs59616746	intron_variant,non_coding_transcript_variant	MODIFIER	SH2D4B	ENSG00000178217	Transcript	ENST00000372150.7	protein_coding_CDS_not_defined	-	2/2	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:31440	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80629226_rs59616746	10:80629225-80629227	rs59616746	intron_variant	MODIFIER	SH2D4B	ENSG00000178217	Transcript	ENST00000646907.2	protein_coding	-	6/7	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:31440	MANE_Select	NM_001388272.1	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr10_80629226_rs59616746	10:80629225-80629227	rs59616746	downstream_gene_variant	MODIFIER	-	ENSG00000298970	Transcript	ENST00000759542.1	lncRNA	-	-	-	-	-	-	-	-	-	-	-	-	456	-1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_88850284_rs147285445	10:88850283-88850285	rs147285445	intron_variant	MODIFIER	ANKRD22	ENSG00000152766	Transcript	ENST00000371930.5	protein_coding	-	1/5	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:28321	MANE_Select	NM_144590.3	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr10_101800563_rs2305192	10:101800562-101800564	rs2305192	intron_variant	MODIFIER	OGA	ENSG00000198408	Transcript	ENST00000357797.9	protein_coding	-	7/14	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:7056	-	-	-	1	A2	-	-	-	-	-	-	-	-	-	-	-	-
chr10_101800563_rs2305192	10:101800562-101800564	rs2305192	intron_variant	MODIFIER	OGA	ENSG00000198408	Transcript	ENST00000361464.8	protein_coding	-	7/15	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:7056	MANE_Select	NM_012215.5	-	1	P2	-	-	-	-	-	-	-	-	-	-	-	-
chr10_101800563_rs2305192	10:101800562-101800564	rs2305192	intron_variant	MODIFIER	OGA	ENSG00000198408	Transcript	ENST00000370094.7	protein_coding	-	7/9	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:7056	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_101800563_rs2305192	10:101800562-101800564	rs2305192	downstream_gene_variant	MODIFIER	OGA	ENSG00000198408	Transcript	ENST00000429860.1	protein_coding	-	-	-	-	-	-	-	-	-	-	-	-	3183	-1	cds_start_NF,cds_end_NF	HGNC	HGNC:7056	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_101800563_rs2305192	10:101800562-101800564	rs2305192	intron_variant	MODIFIER	OGA	ENSG00000198408	Transcript	ENST00000439817.5	protein_coding	-	7/14	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:7056	-	-	-	5	A2	-	-	-	-	-	-	-	-	-	-	-	-
chr10_101800563_rs2305192	10:101800562-101800564	rs2305192	upstream_gene_variant	MODIFIER	OGA	ENSG00000198408	Transcript	ENST00000479811.5	protein_coding_CDS_not_defined	-	-	-	-	-	-	-	-	-	-	-	-	2546	-1	-	HGNC	HGNC:7056	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_101800563_rs2305192	10:101800562-101800564	rs2305192	upstream_gene_variant	MODIFIER	OGA	ENSG00000198408	Transcript	ENST00000482611.5	protein_coding_CDS_not_defined	-	-	-	-	-	-	-	-	-	-	-	-	1231	-1	-	HGNC	HGNC:7056	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_110883278_rs11195365	10:110883277-110883279	rs11195365	intron_variant	MODIFIER	PDCD4	ENSG00000150593	Transcript	ENST00000280154.12	protein_coding	-	4/11	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:8763	MANE_Select	NM_014456.5	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr10_110883278_rs11195365	10:110883277-110883279	rs11195365	intron_variant	MODIFIER	PDCD4	ENSG00000150593	Transcript	ENST00000393104.6	protein_coding	-	5/12	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:8763	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_110883278_rs11195365	10:110883277-110883279	rs11195365	intron_variant	MODIFIER	PDCD4	ENSG00000150593	Transcript	ENST00000444997.1	protein_coding	-	4/5	-	-	-	-	-	-	-	-	-	-	-	1	cds_end_NF	HGNC	HGNC:8763	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_110883278_rs11195365	10:110883277-110883279	rs11195365	upstream_gene_variant	MODIFIER	PDCD4	ENSG00000150593	Transcript	ENST00000462577.5	protein_coding_CDS_not_defined	-	-	-	-	-	-	-	-	-	-	-	-	1974	1	-	HGNC	HGNC:8763	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_110883278_rs11195365	10:110883277-110883279	rs11195365	intron_variant,non_coding_transcript_variant	MODIFIER	PDCD4	ENSG00000150593	Transcript	ENST00000467574.5	protein_coding_CDS_not_defined	-	3/4	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:8763	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_110883278_rs11195365	10:110883277-110883279	rs11195365	upstream_gene_variant	MODIFIER	PDCD4	ENSG00000150593	Transcript	ENST00000481353.5	protein_coding_CDS_not_defined	-	-	-	-	-	-	-	-	-	-	-	-	1492	1	-	HGNC	HGNC:8763	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_110883278_rs11195365	10:110883277-110883279	rs11195365	upstream_gene_variant	MODIFIER	PDCD4	ENSG00000150593	Transcript	ENST00000483595.1	protein_coding_CDS_not_defined	-	-	-	-	-	-	-	-	-	-	-	-	4494	1	-	HGNC	HGNC:8763	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_110883278_rs11195365	10:110883277-110883279	rs11195365	intron_variant,non_coding_transcript_variant	MODIFIER	PDCD4	ENSG00000150593	Transcript	ENST00000483670.5	protein_coding_CDS_not_defined	-	5/5	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:8763	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_110883278_rs11195365	10:110883277-110883279	rs11195365	upstream_gene_variant	MODIFIER	PDCD4	ENSG00000150593	Transcript	ENST00000489049.5	protein_coding_CDS_not_defined	-	-	-	-	-	-	-	-	-	-	-	-	4474	1	-	HGNC	HGNC:8763	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_110883278_rs11195365	10:110883277-110883279	rs11195365	intron_variant,non_coding_transcript_variant	MODIFIER	PDCD4	ENSG00000150593	Transcript	ENST00000492932.5	protein_coding_CDS_not_defined	-	3/4	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:8763	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_122413395_rs7908662	10:122413394-122413396	rs7908662	intron_variant	MODIFIER	PLEKHA1	ENSG00000107679	Transcript	ENST00000368988.5	protein_coding	-	5/11	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:14335	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_122413395_rs7908662	10:122413394-122413396	rs7908662	intron_variant	MODIFIER	PLEKHA1	ENSG00000107679	Transcript	ENST00000368989.6	protein_coding	-	6/12	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:14335	-	-	-	5	A1	-	-	-	-	-	-	-	-	-	-	-	-
chr10_122413395_rs7908662	10:122413394-122413396	rs7908662	intron_variant	MODIFIER	PLEKHA1	ENSG00000107679	Transcript	ENST00000368990.8	protein_coding	-	6/11	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:14335	MANE_Select	NM_001001974.4	-	1	P3	-	-	-	-	-	-	-	-	-	-	-	-
chr10_122413395_rs7908662	10:122413394-122413396	rs7908662	intron_variant	MODIFIER	PLEKHA1	ENSG00000107679	Transcript	ENST00000392799.7	protein_coding	-	7/12	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:14335	-	-	-	1	P3	-	-	-	-	-	-	-	-	-	-	-	-
chr10_122413395_rs7908662	10:122413394-122413396	rs7908662	intron_variant	MODIFIER	PLEKHA1	ENSG00000107679	Transcript	ENST00000433307.2	protein_coding	-	5/10	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:14335	-	-	-	1	P3	-	-	-	-	-	-	-	-	-	-	-	-
chr10_122413395_rs7908662	10:122413394-122413396	rs7908662	downstream_gene_variant	MODIFIER	PLEKHA1	ENSG00000107679	Transcript	ENST00000463663.6	protein_coding	-	-	-	-	-	-	-	-	-	-	-	-	419	1	cds_end_NF	HGNC	HGNC:14335	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_122413395_rs7908662	10:122413394-122413396	rs7908662	intron_variant,non_coding_transcript_variant	MODIFIER	PLEKHA1	ENSG00000107679	Transcript	ENST00000481451.1	retained_intron	-	1/3	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:14335	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_122413395_rs7908662	10:122413394-122413396	rs7908662	intron_variant,non_coding_transcript_variant	MODIFIER	PLEKHA1	ENSG00000107679	Transcript	ENST00000494222.5	protein_coding_CDS_not_defined	-	4/4	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:14335	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr10_122413395_rs7908662	10:122413394-122413396	rs7908662	upstream_gene_variant	MODIFIER	MIR3941	ENSG00000265442	Transcript	ENST00000582572.1	miRNA	-	-	-	-	-	-	-	-	-	-	-	-	3569	1	-	HGNC	HGNC:38949	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_12171709_rs117250828	11:12171708-12171710	rs117250828	intron_variant	MODIFIER	MICAL2	ENSG00000133816	Transcript	ENST00000256194.8	protein_coding	-	3/27	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:24693	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_12171709_rs117250828	11:12171708-12171710	rs117250828	intron_variant	MODIFIER	MICAL2	ENSG00000133816	Transcript	ENST00000524685.5	protein_coding	-	2/2	-	-	-	-	-	-	-	-	-	-	-	1	cds_end_NF	HGNC	HGNC:24693	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_12171709_rs117250828	11:12171708-12171710	rs117250828	intron_variant	MODIFIER	MICAL2	ENSG00000133816	Transcript	ENST00000525119.5	protein_coding	-	2/2	-	-	-	-	-	-	-	-	-	-	-	1	cds_end_NF	HGNC	HGNC:24693	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_12171709_rs117250828	11:12171708-12171710	rs117250828	intron_variant	MODIFIER	MICAL2	ENSG00000133816	Transcript	ENST00000527546.5	protein_coding	-	2/21	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:24693	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_12171709_rs117250828	11:12171708-12171710	rs117250828	intron_variant	MODIFIER	MICAL2	ENSG00000133816	Transcript	ENST00000528931.5	protein_coding	-	1/17	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:24693	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_12171709_rs117250828	11:12171708-12171710	rs117250828	intron_variant,non_coding_transcript_variant	MODIFIER	MICAL2	ENSG00000133816	Transcript	ENST00000531732.5	retained_intron	-	3/4	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:24693	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_12171709_rs117250828	11:12171708-12171710	rs117250828	intron_variant	MODIFIER	MICAL2	ENSG00000133816	Transcript	ENST00000532179.5	protein_coding	-	2/2	-	-	-	-	-	-	-	-	-	-	-	1	cds_end_NF	HGNC	HGNC:24693	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_12171709_rs117250828	11:12171708-12171710	rs117250828	intron_variant	MODIFIER	MICAL2	ENSG00000133816	Transcript	ENST00000533389.1	protein_coding	-	1/1	-	-	-	-	-	-	-	-	-	-	-	1	cds_end_NF	HGNC	HGNC:24693	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_12171709_rs117250828	11:12171708-12171710	rs117250828	intron_variant	MODIFIER	MICAL2	ENSG00000133816	Transcript	ENST00000646065.2	protein_coding	-	1/34	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:24693	-	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr11_12171709_rs117250828	11:12171708-12171710	rs117250828	intron_variant	MODIFIER	MICAL2	ENSG00000133816	Transcript	ENST00000675839.1	protein_coding	-	1/23	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:24693	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_12171709_rs117250828	11:12171708-12171710	rs117250828	intron_variant	MODIFIER	MICAL2	ENSG00000133816	Transcript	ENST00000683283.1	protein_coding	-	3/27	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:24693	MANE_Select	NM_001282663.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_12171709_rs117250828	11:12171708-12171710	rs117250828	intron_variant	MODIFIER	MICAL2	ENSG00000133816	Transcript	ENST00000707072.1	protein_coding	-	3/20	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:24693	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_62481190_rs141218484	11:62481189-62481191	rs141218484	intron_variant	MODIFIER	AHNAK	ENSG00000124942	Transcript	ENST00000257247.11	protein_coding	-	5/5	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:347	-	-	-	1	A1	-	-	-	-	-	-	-	-	-	-	-	-
chr11_62481190_rs141218484	11:62481189-62481191	rs141218484	intron_variant,non_coding_transcript_variant	MODIFIER	AHNAK	ENSG00000124942	Transcript	ENST00000525875.1	protein_coding_CDS_not_defined	-	2/2	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:347	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_62481190_rs141218484	11:62481189-62481191	rs141218484	intron_variant	MODIFIER	AHNAK	ENSG00000124942	Transcript	ENST00000530124.5	protein_coding	-	2/2	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:347	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_85685836_rs117983694	11:85685835-85685837	rs117983694	coding_sequence_variant	MODIFIER	CCDC89	ENSG00000179071	Transcript	ENST00000316398.5	protein_coding	1/1	-	-	-	359-360	294-295	98-99	-	-	-	-	-	-	-1	-	HGNC	HGNC:26762	MANE_Select	NM_152723.3	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr11_85685836_rs117983694	11:85685835-85685837	rs117983694	upstream_gene_variant	MODIFIER	CREBZF	ENSG00000137504	Transcript	ENST00000531515.5	protein_coding_CDS_not_defined	-	-	-	-	-	-	-	-	-	-	-	-	2973	-1	-	HGNC	HGNC:24905	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_85685836_rs117983694	11:85685835-85685837	rs117983694	upstream_gene_variant	MODIFIER	CREBZF	ENSG00000137504	Transcript	ENST00000534224.1	protein_coding_CDS_not_defined	-	-	-	-	-	-	-	-	-	-	-	-	2928	-1	-	HGNC	HGNC:24905	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_85685836_rs117983694	11:85685835-85685837	rs117983694	downstream_gene_variant	MODIFIER	-	ENSG00000307308	Transcript	ENST00000825029.1	lncRNA	-	-	-	-	-	-	-	-	-	-	-	-	2156	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_86065501_rs867611	11:86065500-86065502	rs867611	intron_variant	MODIFIER	PICALM	ENSG00000073921	Transcript	ENST00000356360.9	protein_coding	-	1/18	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:15514	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_86065501_rs867611	11:86065500-86065502	rs867611	intron_variant	MODIFIER	PICALM	ENSG00000073921	Transcript	ENST00000393346.8	protein_coding	-	1/19	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:15514	MANE_Select	NM_007166.4	-	1	P3	-	-	-	-	-	-	-	-	-	-	-	-
chr11_86065501_rs867611	11:86065500-86065502	rs867611	intron_variant	MODIFIER	PICALM	ENSG00000073921	Transcript	ENST00000525162.5	protein_coding	-	1/5	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:15514	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_86065501_rs867611	11:86065500-86065502	rs867611	intron_variant	MODIFIER	PICALM	ENSG00000073921	Transcript	ENST00000526033.5	protein_coding	-	1/19	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:15514	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_86065501_rs867611	11:86065500-86065502	rs867611	intron_variant	MODIFIER	PICALM	ENSG00000073921	Transcript	ENST00000528256.1	protein_coding	-	2/5	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:15514	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_86065501_rs867611	11:86065500-86065502	rs867611	intron_variant	MODIFIER	PICALM	ENSG00000073921	Transcript	ENST00000528398.5	protein_coding	-	1/18	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:15514	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_86065501_rs867611	11:86065500-86065502	rs867611	intron_variant,non_coding_transcript_variant	MODIFIER	PICALM	ENSG00000073921	Transcript	ENST00000528411.1	protein_coding_CDS_not_defined	-	2/5	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:15514	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_86065501_rs867611	11:86065500-86065502	rs867611	intron_variant,NMD_transcript_variant	MODIFIER	PICALM	ENSG00000073921	Transcript	ENST00000531558.1	nonsense_mediated_decay	-	1/3	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:15514	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_86065501_rs867611	11:86065500-86065502	rs867611	intron_variant	MODIFIER	PICALM	ENSG00000073921	Transcript	ENST00000531930.5	protein_coding	-	2/6	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:15514	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_86065501_rs867611	11:86065500-86065502	rs867611	intron_variant,NMD_transcript_variant	MODIFIER	PICALM	ENSG00000073921	Transcript	ENST00000532041.5	nonsense_mediated_decay	-	1/4	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:15514	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_86065501_rs867611	11:86065500-86065502	rs867611	intron_variant	MODIFIER	PICALM	ENSG00000073921	Transcript	ENST00000532317.5	protein_coding	-	1/19	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:15514	-	-	-	1	A1	-	-	-	-	-	-	-	-	-	-	-	-
chr11_86065501_rs867611	11:86065500-86065502	rs867611	intron_variant,NMD_transcript_variant	MODIFIER	PICALM	ENSG00000073921	Transcript	ENST00000534412.5	nonsense_mediated_decay	-	1/7	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:15514	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr11_86065501_rs867611	11:86065500-86065502	rs867611	intron_variant	MODIFIER	PICALM	ENSG00000073921	Transcript	ENST00000630913.2	protein_coding	-	1/18	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:15514	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
